Tester_ID,Module,Total_TestCases_Executed,Defects_Found,Defect_Severity_Avg,Automation_Coverage,Execution_Hours,Avg_Closure_Time
T061,Dashboard,29,7,4.9,56.6,52.9,8.95
T156,Inventory,134,9,1.3,25.3,21.0,11.54
T018,Inventory,149,13,3.9,44.4,67.8,10.26
T380,Payments,31,8,5.0,46.0,52.6,8.21
T395,Payments,147,6,1.5,91.9,40.0,8.88
T495,Notifications,78,28,2.0,89.4,88.5,15.47
T089,Dashboard,62,14,3.8,63.3,91.5,8.54
T413,Login,62,22,4.4,46.5,85.3,16.9
T384,Notifications,108,10,2.9,44.2,41.2,6.77
T431,Dashboard,52,14,1.9,21.3,117.0,8.7
T352,Dashboard,41,9,1.6,58.9,20.3,2.73
T020,Reports,116,11,4.1,47.3,105.8,12.87
T027,Search,96,10,3.6,95.9,85.9,6.77
T435,Search,133,0,2.2,35.6,102.8,8.22
T352,Search,50,18,4.0,91.2,36.6,8.78
T173,Orders,38,19,4.3,32.9,50.5,10.24
T393,Reports,108,20,4.3,95.8,52.9,12.65
T457,Reports,50,2,2.3,27.4,43.1,6.51
T013,Reports,48,13,4.6,24.6,43.7,12.47
T420,Notifications,55,25,2.5,68.6,46.4,11.19
T124,Orders,25,24,2.4,23.7,41.0,13.48
T395,Login,102,27,4.8,49.2,110.0,20.1
T470,Payments,49,3,2.8,41.6,111.3,12.04
T131,Orders,21,24,3.8,69.8,92.1,8.55
T257,Search,70,18,4.5,84.7,82.2,14.88
T362,Inventory,74,26,4.4,75.2,61.4,15.02
T437,Payments,106,19,4.9,94.4,76.7,12.71
T300,Notifications,33,22,2.1,57.5,31.5,1.63
T483,Inventory,55,25,4.8,17.8,49.0,12.59
T330,Inventory,133,9,1.9,36.9,63.9,8.95
T436,Reports,146,22,3.4,51.2,47.5,18.6
T393,Inventory,30,15,2.1,94.3,52.5,5.06
T035,Payments,142,11,4.2,45.0,42.1,13.48
T329,Payments,103,18,4.0,13.6,78.7,17.03
T070,Orders,141,5,3.3,24.0,84.3,10.75
T130,Search,88,8,2.1,25.8,8.3,9.61
T024,Reports,80,18,2.4,60.3,81.9,11.19
T446,Login,66,9,,90.9,67.1,9.15
T250,Payments,55,11,3.0,34.9,38.1,13.04
T046,Dashboard,77,15,2.9,50.9,115.9,32.09280897768011
T458,Notifications,102,25,3.1,34.9,18.5,18.61
T446,Inventory,75,4,1.6,50.9,42.5,7.93
T354,Orders,71,6,2.9,73.5,117.9,9.26
T148,Payments,126,13,4.7,43.6,12.5,15.12
T050,Orders,51,12,1.5,46.5,52.6,9.11
T176,Reports,107,23,4.3,15.6,18.9,18.65
T133,Orders,82,19,3.6,66.6,61.1,12.84
T139,Login,92,2,3.9,20.1,71.5,9.59
T351,Login,74,22,2.1,51.9,38.1,11.36
T039,Login,31,6,2.1,89.5,41.1,5.51
T146,Search,74,17,2.3,37.2,30.8,13.33
T086,Notifications,88,3,2.2,96.9,98.0,3.39
T227,Inventory,143,6,1.1,49.9,75.1,10.36
T292,Search,145,22,4.7,65.9,22.2,12.18
T230,Search,60,17,3.1,38.2,6.7,8.14
T011,Payments,37,29,3.5,91.5,58.5,11.8
T080,Inventory,142,24,,69.5,10.2,14.2
T391,Reports,59,3,3.7,37.4,113.9,7.09
T392,Login,124,2,4.3,85.1,83.4,10.75
T291,Reports,34,9,1.6,70.7,89.3,3.95
T147,Login,59,18,1.7,59.8,106.9,10.61
T182,Payments,29,17,3.2,52.3,36.7,9.42
T344,Orders,71,26,2.3,30.1,59.4,11.88
T195,Payments,126,1,4.4,91.0,92.6,12.1
T017,Login,65,26,,31.3,95.5,16.36
T195,Notifications,120,12,4.7,24.7,6.6,9.97
T472,Search,102,4,,29.9,90.6,6.42
T283,Reports,47,27,1.5,87.1,102.3,16.66
T119,Inventory,116,5,3.9,98.7,65.9,7.24
T031,Inventory,137,3,2.4,22.9,14.9,10.44
T198,Notifications,89,19,1.7,37.8,117.5,10.55
T102,Search,92,26,2.6,16.3,117.6,17.13
T077,Orders,136,10,1.4,37.0,81.4,11.46
T464,Inventory,78,20,4.9,,21.9,15.55
T032,Inventory,120,8,2.9,18.5,13.8,8.03
T446,Payments,45,23,,83.2,108.7,12.69
T056,Dashboard,95,20,1.4,86.5,8.7,7.76
T258,Payments,54,19,1.5,71.8,19.1,10.03
T262,Inventory,135,9,2.7,68.3,96.4,12.09
T112,Orders,68,12,2.2,53.1,91.1,13.22
T014,Login,76,16,4.3,96.7,42.4,15.2
T104,Login,36,28,2.4,90.4,21.0,14.88
T219,Login,147,11,4.7,78.0,35.5,13.49
T202,Notifications,118,20,3.7,51.9,14.7,17.4
T365,Notifications,114,17,3.6,19.8,85.8,15.95
T428,Search,113,0,3.5,78.3,44.9,6.07
T230,Search,96,5,2.9,48.4,8.9,10.53
T046,Login,50,21,4.0,74.9,50.8,16.56
T411,Search,65,13,1.5,79.6,21.6,7.82
T028,Payments,141,4,3.5,61.8,76.9,12.22
T135,Search,55,17,2.3,88.7,55.9,12.75
T267,Notifications,30,25,3.9,33.4,58.1,13.54
T460,Notifications,111,6,3.3,61.2,7.7,10.92
T125,Orders,129,17,3.7,57.3,46.5,12.76
T179,Orders,67,20,2.3,90.7,88.9,13.93
T316,Inventory,148,4,2.4,92.1,54.3,10.01
T339,Inventory,93,28,1.8,98.0,37.7,16.99
T340,Inventory,122,22,1.4,42.4,32.7,16.21
T380,Payments,144,24,4.6,47.1,36.1,19.66
T116,Orders,138,8,1.5,67.4,91.0,14.01
T450,Login,38,0,2.2,80.6,65.7,5.29
T292,Orders,72,29,4.6,65.3,80.3,18.55
T289,Notifications,72,5,2.7,70.0,68.4,5.74
T321,Notifications,31,5,2.3,94.7,108.5,5.67
T009,Payments,105,11,2.0,66.2,111.6,13.42
T239,Notifications,149,6,1.3,57.4,48.6,11.7
T275,Payments,80,13,3.7,59.6,19.0,9.46
T039,Reports,114,16,,81.7,90.7,14.27
T185,Orders,50,8,4.9,14.5,80.2,6.13
T296,Payments,84,21,4.9,,57.3,14.77
T332,Search,129,2,3.0,90.4,22.0,3.66
T021,Notifications,125,25,2.8,37.4,111.6,18.97
T408,Orders,103,20,4.5,92.2,106.7,17.1
T292,Payments,26,10,4.6,62.0,88.2,6.44
T088,Reports,47,27,1.4,51.4,89.7,18.71
T360,Orders,113,22,1.6,73.1,50.2,9.45
T499,Payments,121,19,3.4,69.6,79.5,16.77
T041,Login,84,18,2.1,84.7,55.3,8.72
T187,Login,82,22,4.7,26.5,90.5,14.99
T037,Search,112,7,1.1,20.3,77.1,5.67
T108,Search,66,24,2.3,16.0,93.8,14.91
T478,Payments,29,20,3.7,49.6,15.5,8.7
T433,Reports,23,16,2.6,62.0,37.1,3.43
T121,Orders,128,20,5.0,21.8,114.4,13.27
T242,Payments,53,21,2.1,89.8,27.1,11.77
T121,Notifications,62,5,4.1,82.0,23.4,7.88
T208,Notifications,39,20,2.9,52.5,66.6,10.83
T312,Payments,60,14,1.5,42.2,84.0,10.56
T487,Reports,32,15,4.8,79.8,47.2,11.68
T429,Orders,25,23,3.0,86.9,55.7,11.58
T165,Dashboard,140,13,1.3,,56.9,10.12
T492,Inventory,143,13,3.7,37.7,102.7,12.6
T310,Login,86,17,2.7,82.1,,13.23
T159,Login,88,7,4.0,22.8,90.0,13.23
T074,Payments,70,9,1.6,,93.8,6.4
T356,Dashboard,74,24,2.6,47.6,76.2,11.06
T427,Reports,132,25,4.9,98.4,18.4,18.27
T309,Dashboard,68,28,3.9,63.8,112.8,22.11
T029,Orders,63,0,2.4,87.4,87.7,1.56
T185,Inventory,30,0,1.2,89.9,5.9,1.0
T377,Login,106,10,2.7,45.3,31.5,8.41
T142,Payments,135,2,4.2,50.1,107.0,8.55
T083,Orders,126,29,4.2,55.4,6.0,18.08
T277,Reports,54,16,4.4,84.2,117.2,9.56
T443,Search,22,26,2.3,86.6,108.5,14.7
T160,Notifications,33,13,3.5,18.5,111.3,8.66
T132,Orders,96,12,3.3,,62.3,12.98
T387,Reports,136,27,4.6,59.4,71.5,15.54
T172,Notifications,134,21,1.7,62.3,20.8,15.21
T416,Notifications,95,2,1.8,63.9,31.8,2.64
T364,Notifications,42,6,1.6,68.2,103.1,5.24
T379,Login,47,18,3.1,33.9,,12.16
T476,Search,104,4,4.2,20.5,,8.8
T183,Orders,27,2,1.5,41.4,39.2,3.54
T490,Login,38,12,,85.0,73.2,9.03
T199,Orders,101,16,4.0,45.4,25.9,14.81
T269,Reports,127,28,4.9,44.3,45.2,15.73
T178,Payments,133,5,1.8,36.0,100.0,8.41
T144,Search,57,8,3.1,33.8,93.7,6.58
T420,Login,33,28,2.6,,81.6,12.55
T244,Reports,61,12,1.4,57.2,94.7,8.04
T500,Payments,144,16,,12.3,43.6,11.53
T314,Payments,120,19,4.8,75.4,37.7,16.53
T342,Orders,80,8,3.8,44.5,57.9,7.45
T091,Inventory,96,7,1.3,23.3,8.0,10.2
T289,Reports,137,15,2.8,69.8,74.0,12.72
T404,Login,128,5,4.6,52.6,5.9,10.18
T410,Login,22,2,1.1,68.3,11.0,1.93
T277,Notifications,24,20,1.7,84.6,20.7,14.4
T029,Orders,48,9,3.9,44.4,41.8,9.33
T488,Inventory,94,23,1.6,34.1,65.0,9.29
T402,Search,95,7,4.3,75.1,91.5,14.58
T387,Search,121,8,3.2,81.3,104.8,9.72
T455,Orders,138,14,1.6,13.0,26.1,13.97
T007,Notifications,84,14,4.5,86.1,94.2,19.35
T075,Reports,96,10,2.7,87.1,58.5,7.83
T077,Payments,136,8,2.3,79.6,46.9,14.03
T040,Dashboard,118,8,1.3,58.5,103.5,9.8
T085,Search,36,26,3.5,41.5,25.7,14.5
T295,Reports,109,20,4.9,67.2,107.2,18.65
T023,Login,146,24,1.7,11.5,68.9,16.79
T005,Inventory,45,18,3.6,96.6,47.7,10.87
T167,Login,63,15,3.9,26.0,22.1,12.33
T366,Reports,86,12,2.3,86.4,70.9,12.15
T203,Dashboard,82,16,2.0,65.6,98.8,10.87
T302,Orders,33,11,4.1,75.0,111.2,10.31
T091,Orders,137,24,2.4,68.6,51.4,16.29
T206,Notifications,42,9,1.4,98.0,63.1,1.97
T422,Notifications,83,13,4.8,38.0,64.8,11.31
T350,Search,145,24,4.7,98.5,69.3,16.04
T089,Orders,135,25,4.5,47.4,94.8,17.53
T198,Inventory,94,10,3.3,22.3,27.0,7.15
T267,Orders,102,28,4.9,61.9,47.4,23.67
T203,Inventory,110,14,4.1,71.0,104.5,15.33
T329,Search,34,12,1.9,64.3,85.7,8.12
T242,Payments,72,12,4.3,13.6,40.1,9.24
T446,Payments,87,17,2.4,34.0,43.4,8.43
T306,Search,53,9,2.3,16.6,10.6,5.76
T284,Payments,101,6,3.4,32.2,92.1,9.95
T260,Payments,147,19,2.6,17.3,90.3,14.37
T257,Notifications,145,26,4.6,59.3,73.0,14.81
T132,Login,56,3,2.2,48.9,96.0,6.17
T041,Reports,121,17,2.1,33.3,58.1,17.42
T333,Orders,88,3,4.1,59.0,73.4,8.1
T298,Inventory,117,28,3.5,25.9,81.2,19.24
T415,Dashboard,79,5,2.2,39.8,117.0,9.34
T497,Notifications,62,22,4.5,64.1,45.1,15.12
T194,Reports,127,2,4.6,82.7,51.9,7.5
T148,Notifications,130,15,2.0,81.3,30.7,18.06
T174,Orders,138,22,2.0,85.1,97.1,9.73
T292,Reports,67,11,2.4,55.3,52.2,8.69
T488,Login,21,13,4.0,63.6,16.3,8.22
T146,Inventory,114,15,4.9,71.7,45.1,11.89
T256,Inventory,149,29,4.5,78.9,35.0,23.43
T450,Notifications,28,12,4.6,88.6,22.1,9.81
T059,Reports,64,27,3.9,27.9,,16.18
T446,Payments,63,7,2.3,43.1,42.3,9.36
T281,Inventory,45,12,1.8,71.5,47.4,7.54
T038,Payments,51,28,3.1,25.8,59.9,15.86
T390,Orders,48,16,1.6,42.0,108.5,6.88
T491,Search,74,11,4.2,75.1,32.3,13.61
T025,Orders,135,22,5.0,66.7,,17.21
T236,Payments,38,22,3.3,34.2,67.1,11.77
T111,Orders,46,24,3.6,17.0,81.0,9.8
T007,Payments,136,15,1.7,48.3,80.0,13.09
T021,Payments,33,13,2.2,33.6,107.7,6.66
T028,Inventory,80,16,3.3,94.3,119.1,14.29
T287,Orders,33,18,3.5,93.0,48.9,8.15
T183,Login,47,22,1.3,29.3,96.4,10.03
T022,Payments,25,9,3.3,79.2,88.5,7.44
T011,Login,129,10,1.8,79.6,18.2,11.6
T301,Inventory,38,19,1.6,52.6,68.0,9.08
T162,Login,68,7,1.2,39.2,93.6,6.08
T338,Reports,116,3,2.5,14.5,56.6,7.29
T291,Login,92,20,4.6,21.1,86.2,12.35
T445,Payments,138,7,2.3,62.7,89.3,13.7
T281,Dashboard,135,12,1.8,88.2,8.8,8.5
T096,Reports,112,29,4.4,50.0,106.7,22.56
T108,Notifications,33,9,,97.0,46.9,11.79
T218,Notifications,108,17,2.2,35.9,39.7,11.81
T147,Dashboard,53,4,2.4,24.4,37.2,7.6
T469,Login,149,25,4.6,27.3,120.0,15.88
T471,Login,50,21,1.4,85.0,63.0,11.87
T101,Login,147,13,4.6,63.5,41.9,13.86
T033,Login,112,25,4.0,56.1,64.0,13.78
T424,Payments,138,8,1.9,70.1,104.9,7.93
T214,Notifications,96,18,1.7,83.0,48.9,11.17
T428,Reports,75,8,4.6,85.0,111.3,7.7
T418,Login,144,2,3.0,81.5,6.5,6.69
T114,Reports,105,24,4.0,90.4,116.4,20.59
T424,Inventory,46,19,4.5,99.3,18.1,13.7
T251,Payments,37,23,2.8,88.9,94.7,13.48
T009,Search,32,22,4.9,71.7,19.5,17.44
T110,Login,91,17,1.4,58.2,90.1,17.83
T238,Notifications,119,0,2.7,73.5,52.3,9.62
T034,Dashboard,53,13,1.2,26.9,75.3,10.44
T135,Payments,24,13,4.8,67.3,86.4,9.44
T088,Orders,103,26,1.4,69.9,18.3,17.83
T449,Reports,45,29,2.7,48.5,48.3,14.65
T009,Payments,101,16,4.3,73.7,78.6,9.44
T136,Login,114,21,2.3,82.8,34.8,14.29
T133,Orders,69,4,3.3,46.4,48.4,4.96
T009,Orders,145,10,1.8,43.6,106.1,16.38
T472,Search,108,8,4.2,28.5,35.3,10.06
T448,Inventory,126,6,2.4,26.8,35.5,9.65
T057,Reports,56,7,4.5,70.2,7.4,7.26
T254,Notifications,74,9,1.7,13.2,22.4,4.49
T444,Login,127,21,4.2,,74.3,15.17
T343,Inventory,38,24,1.8,51.0,54.3,12.19
T489,Notifications,27,11,2.2,80.9,34.6,6.04
T386,Inventory,145,28,1.6,38.8,80.7,17.48
T378,Dashboard,44,13,1.9,99.9,6.5,9.23
T006,Orders,35,10,4.0,69.4,75.0,9.15
T075,Login,41,10,1.4,41.9,76.0,10.79
T147,Payments,27,8,3.1,43.2,81.0,5.05
T224,Notifications,149,19,4.9,18.8,11.3,17.41
T102,Orders,68,6,4.4,29.5,75.3,9.01
T259,Notifications,48,12,3.9,93.7,6.0,10.02
T125,Reports,51,1,,20.6,80.9,7.64
T222,Orders,83,7,1.2,37.3,12.5,7.19
T077,Inventory,46,19,5.0,85.5,,13.53
T293,Orders,44,21,3.5,87.0,45.8,12.11
T406,Dashboard,117,12,1.4,58.4,114.7,12.36
T459,Orders,132,11,4.7,35.1,6.7,8.32
T286,Login,49,9,2.7,22.2,73.6,6.81
T007,Payments,95,16,2.7,73.2,65.3,10.49
T086,Payments,60,27,3.2,94.2,26.4,12.68
T491,Dashboard,41,11,4.2,18.3,112.7,13.41
T299,Reports,45,28,2.2,84.1,5.5,15.18
T342,Payments,28,22,1.7,36.9,88.2,8.84
T238,Search,20,22,2.8,60.9,75.9,7.54
T238,Reports,82,1,3.0,45.2,19.9,6.4
T277,Search,50,25,4.3,,84.0,18.93
T418,Reports,88,5,3.5,22.6,54.5,9.58
T010,Orders,70,28,4.3,93.2,26.9,17.97
T468,Dashboard,93,15,1.7,85.7,31.3,13.69
T246,Inventory,100,29,3.8,89.3,,12.92
T214,Reports,68,16,,22.4,87.1,13.17
T192,Login,108,29,2.1,98.9,67.8,18.71
T323,Orders,149,17,1.4,37.9,12.4,13.97
T408,Inventory,117,18,1.6,53.8,,11.19
T485,Inventory,143,27,1.9,55.8,33.5,16.04
T408,Reports,146,10,4.7,29.9,99.4,13.39
T430,Search,124,16,1.5,53.4,15.8,12.38
T019,Dashboard,23,15,2.9,69.9,25.6,9.2
T381,Inventory,142,16,1.7,34.8,60.4,17.21
T068,Dashboard,85,8,4.6,81.2,47.3,7.67
T313,Login,78,0,4.4,95.9,35.8,4.15
T383,Payments,34,21,3.2,62.8,106.2,15.06
T013,Login,114,4,4.1,42.9,57.6,14.02
T447,Orders,86,6,4.5,68.3,97.0,14.0
T070,Reports,146,19,3.9,53.2,104.0,19.92
T334,Inventory,103,19,1.2,31.1,85.2,10.18
T058,Inventory,96,21,2.2,77.9,8.9,11.68
T115,Inventory,28,19,1.5,52.8,107.5,9.81
T486,Login,105,12,3.8,98.1,54.2,13.45
T473,Search,32,3,2.3,42.3,35.6,3.46
T187,Orders,88,9,2.7,60.0,77.3,10.95
T290,Reports,77,8,3.1,58.4,108.8,8.33
T435,Search,126,24,3.8,79.7,19.8,11.98
T387,Orders,52,6,4.2,96.9,102.2,8.95
T143,Dashboard,114,10,1.9,72.2,105.7,13.68
T494,Notifications,92,4,3.4,23.7,62.3,8.14
T282,Search,139,11,3.4,68.5,88.4,9.48
T077,Reports,140,24,2.4,67.4,68.8,18.19
T170,Login,74,4,4.9,83.7,108.4,8.5
T479,Orders,75,26,4.6,67.2,99.6,18.14
T277,Reports,146,8,2.0,43.0,37.1,9.53
T211,Login,113,12,2.2,11.8,93.3,9.48
T259,Inventory,55,22,4.0,51.9,16.5,11.89
T334,Notifications,64,26,4.9,60.8,87.1,17.48
T127,Login,94,28,3.1,15.6,55.1,16.69
T089,Orders,134,23,1.4,28.9,46.2,15.44
T450,Reports,137,12,3.0,38.3,99.0,17.52
T079,Notifications,111,12,3.7,91.3,32.6,14.29
T226,Payments,33,0,4.6,11.8,25.3,3.79
T160,Search,21,15,2.0,91.2,73.5,8.08
T109,Inventory,67,17,,69.8,33.6,11.41
T033,Payments,54,22,3.2,15.5,66.4,11.14
T473,Dashboard,111,29,4.6,69.6,68.4,20.67
T070,Inventory,144,8,4.1,15.3,59.7,13.45
T269,Search,23,28,3.8,18.4,88.8,19.8
T051,Orders,88,17,1.8,67.7,79.1,13.54
T056,Payments,111,11,4.7,98.6,37.6,11.19
T082,Inventory,52,13,4.1,23.8,84.8,15.73
T125,Orders,43,26,4.1,97.1,44.5,11.76
T425,Search,105,13,1.1,90.2,80.2,9.99
T090,Payments,35,20,1.0,28.0,23.7,7.47
T431,Reports,30,16,4.9,100.0,64.5,12.8
T003,Reports,48,10,2.2,84.0,81.1,8.15
T310,Payments,34,18,2.3,56.9,62.7,7.18
T050,Orders,112,12,3.2,17.6,33.4,11.91
T386,Inventory,114,1,3.1,95.0,53.2,8.91
T340,Notifications,47,7,4.0,15.9,53.8,7.98
T328,Login,147,6,2.7,28.6,39.0,11.41
T235,Reports,76,27,3.5,74.2,51.4,17.51
T458,Notifications,128,12,1.8,32.2,70.3,12.15
T396,Orders,103,5,2.9,80.2,55.0,5.82
T242,Payments,145,18,1.6,29.2,,13.72
T091,Login,67,5,1.7,17.6,117.1,9.5
T288,Orders,66,26,3.5,79.7,62.8,9.66
T181,Orders,65,26,3.7,42.6,110.5,16.54
T125,Inventory,71,2,2.0,98.9,57.1,6.67
T302,Reports,141,25,2.0,15.3,31.7,16.22
T392,Dashboard,34,0,1.8,53.3,88.3,7.28
T122,Dashboard,112,12,,30.1,,12.86
T299,Reports,56,7,2.7,15.6,32.3,7.89
T326,Reports,74,10,3.2,60.2,57.7,11.76
T197,Reports,81,15,2.5,83.3,58.0,13.16
T230,Search,55,21,2.7,85.4,115.9,14.34
T274,Notifications,85,26,2.2,35.1,66.5,14.03
T238,Orders,129,12,2.3,85.1,106.6,10.56
T127,Inventory,56,4,4.5,66.2,77.1,7.43
T087,Dashboard,147,5,3.7,51.2,88.0,12.89
T322,Orders,28,3,,18.3,63.7,8.71
T171,Inventory,49,24,1.2,99.1,34.1,12.17
T415,Notifications,145,1,1.8,76.3,63.4,7.82
T350,Notifications,47,5,4.6,80.5,17.4,8.12
T075,Reports,101,9,1.4,42.7,26.4,10.6
T470,Reports,124,17,4.4,86.4,72.3,15.74
T130,Payments,83,6,1.8,23.1,91.4,5.5
T437,Orders,60,4,3.8,13.4,98.8,7.2
T417,Login,25,26,4.4,86.5,56.7,13.69
T004,Payments,29,24,1.3,17.9,86.6,14.33
T253,Payments,112,4,4.3,80.7,50.0,9.05
T269,Search,44,10,2.8,,,5.61
T116,Orders,120,17,4.0,63.1,98.8,15.6
T155,Orders,139,25,4.7,78.2,70.0,16.23
T233,Orders,113,6,4.3,50.4,52.1,5.08
T047,Reports,39,4,2.7,63.6,30.7,9.49
T319,Orders,43,17,1.3,46.2,14.2,5.73
T188,Login,112,21,3.2,17.8,27.1,15.38
T369,Payments,123,28,4.2,34.1,59.0,16.38
T369,Dashboard,35,11,3.4,27.8,110.1,6.81
T167,Reports,145,27,4.2,78.8,59.8,20.19
T409,Notifications,59,4,2.0,66.5,84.0,3.39
T482,Login,122,6,4.0,69.8,18.0,8.27
T327,Reports,138,23,3.6,,85.8,19.44
T303,Search,90,25,4.3,16.0,23.5,17.06
T438,Reports,125,14,3.1,88.4,64.8,10.2
T334,Reports,126,24,2.9,70.4,82.3,19.34
T457,Login,112,6,4.2,49.5,62.5,12.18
T036,Reports,77,25,,62.8,8.1,11.37
T178,Orders,27,28,3.5,86.7,61.2,9.45
T127,Reports,137,18,,53.5,53.1,15.04
T362,Search,138,26,2.9,74.8,43.3,15.48
T453,Orders,58,14,3.0,10.3,47.6,8.58
T304,Inventory,143,29,4.7,38.7,40.4,19.79
T073,Inventory,59,26,1.6,68.8,82.3,9.34
T295,Dashboard,126,2,4.5,89.5,74.5,9.7
T335,Payments,147,19,4.7,62.6,107.6,22.26
T321,Payments,131,29,2.5,29.8,107.5,17.94
T179,Reports,23,12,4.0,13.9,18.3,3.35
T185,Search,26,8,4.9,11.8,118.4,9.89
T317,Login,87,10,2.5,91.8,86.6,11.23
T198,Notifications,106,29,1.1,48.6,109.0,17.51
T209,Search,50,29,1.3,76.3,74.3,10.46
T386,Orders,34,0,3.7,63.1,52.3,5.69
T246,Search,20,18,1.9,34.9,,11.6
T447,Login,86,17,3.8,,92.2,12.46
T368,Search,127,23,4.8,76.2,21.4,16.59
T146,Payments,86,22,1.2,31.6,41.6,15.54
T311,Search,123,11,1.2,44.2,71.4,14.59
T157,Notifications,93,1,1.7,65.8,53.9,6.87
T309,Orders,78,14,3.8,28.6,26.2,8.49
T195,Payments,50,27,2.7,62.6,111.4,16.52
T278,Reports,100,13,3.0,24.2,100.8,13.27
T072,Orders,67,20,3.5,14.0,8.5,16.78
T348,Payments,115,13,3.9,33.3,55.1,14.24
T434,Notifications,76,28,,14.7,109.3,15.4
T020,Inventory,127,6,3.0,70.3,98.4,10.03
T266,Dashboard,81,8,1.8,58.9,112.2,11.79
T095,Reports,123,19,2.6,30.2,26.9,11.65
T196,Dashboard,61,3,2.2,25.5,25.3,6.35
T073,Login,121,20,4.6,24.9,80.3,14.83
T153,Login,106,15,2.1,33.1,24.3,12.11
T188,Inventory,126,10,1.0,65.8,106.7,12.3
T133,Inventory,124,12,4.4,35.2,64.4,15.24
T256,Notifications,82,18,1.8,57.7,81.3,8.0
T407,Dashboard,101,0,3.0,91.8,,4.16
T090,Reports,122,1,3.1,12.7,14.6,10.6
T102,Payments,107,29,1.3,43.4,77.0,12.67
T181,Reports,136,16,2.7,99.0,39.1,12.83
T480,Notifications,88,21,4.0,16.6,29.4,14.12
T482,Payments,105,26,4.8,15.9,63.5,23.76
T084,Notifications,88,15,2.2,44.3,46.1,10.34
T284,Orders,29,4,2.8,51.7,30.5,3.43
T496,Reports,57,2,1.9,,99.2,6.24
T455,Notifications,66,25,2.8,28.8,103.2,18.7
T033,Orders,72,16,1.2,87.9,49.0,11.8
T023,Search,92,16,3.8,88.4,49.7,14.79
T065,Inventory,106,21,4.7,16.4,70.9,8.25
T233,Login,66,20,3.6,62.5,112.5,14.64
T371,Dashboard,132,29,3.5,80.9,16.2,16.18
T439,Payments,120,5,1.1,61.3,81.8,7.91
T266,Payments,77,21,2.6,92.6,113.9,13.67
T420,Orders,89,14,3.3,28.3,32.0,16.33
T094,Search,108,18,3.5,91.5,98.9,17.09
T396,Inventory,133,0,1.6,40.6,18.0,9.84
T348,Orders,74,20,1.7,76.0,74.8,15.1
T360,Login,79,11,,27.5,62.3,9.87
T105,Login,114,14,4.1,42.4,57.9,17.19
T405,Notifications,139,29,2.3,47.2,,18.79
T371,Login,71,3,3.1,25.1,62.5,6.67
T234,Orders,118,6,4.5,91.5,40.2,8.66
T029,Notifications,54,22,3.1,50.7,40.9,14.34
T361,Dashboard,126,0,3.9,19.6,102.7,10.75
T295,Search,148,17,4.2,27.0,31.7,19.7
T370,Inventory,29,25,3.2,57.2,28.1,8.49
T146,Notifications,119,18,4.9,84.0,51.7,15.21
T243,Inventory,128,10,4.7,18.3,37.2,12.73
T312,Payments,149,27,,70.8,92.7,20.37
T317,Notifications,70,19,4.0,65.0,58.6,15.38
T377,Payments,111,10,4.8,54.8,116.3,16.41
T131,Search,48,12,2.2,71.2,36.5,11.43
T011,Dashboard,145,14,4.8,60.0,,11.34
T440,Inventory,20,27,2.8,22.3,117.6,17.96
T397,Login,148,23,1.2,54.9,114.9,15.94
T452,Payments,63,9,4.7,91.8,6.3,5.69
T374,Notifications,43,18,2.2,91.1,88.5,11.27
T073,Notifications,61,1,4.5,68.5,88.3,7.45
T303,Payments,102,1,2.5,26.9,12.9,8.16
T425,Reports,60,7,1.8,38.8,83.4,7.3
T266,Login,102,3,4.1,90.8,16.3,10.42
T395,Payments,52,14,2.8,79.0,87.7,14.21
T158,Search,39,24,,48.0,12.9,13.95
T052,Login,22,14,4.3,77.1,109.6,10.4
T419,Search,144,8,1.8,82.6,55.6,9.58
T156,Notifications,75,27,4.2,15.3,66.9,14.44
T350,Dashboard,130,15,2.6,31.6,100.3,11.54
T377,Payments,53,16,1.2,81.4,97.0,9.81
T142,Inventory,25,3,1.1,52.5,75.4,5.64
T352,Notifications,140,10,2.7,40.6,107.0,11.74
T068,Search,120,24,2.4,45.6,69.2,12.72
T021,Login,102,21,3.1,35.4,61.3,15.98
T189,Payments,54,3,2.1,21.3,34.1,1.16
T348,Search,45,14,4.2,50.0,27.3,7.99
T326,Login,46,24,3.8,15.1,102.5,9.36
T115,Notifications,67,21,4.4,21.5,23.5,15.02
T360,Login,34,9,4.6,41.7,82.3,8.82
T277,Payments,60,12,2.5,12.0,62.3,8.56
T039,Reports,28,13,4.5,57.5,99.6,10.59
T126,Reports,139,27,2.2,34.9,36.8,17.62
T477,Login,21,16,1.7,99.7,52.5,11.04
T415,Payments,64,24,2.1,98.3,9.5,12.4
T288,Payments,60,25,3.7,12.6,57.0,8.4
T451,Inventory,30,10,4.3,32.9,29.6,9.84
T252,Login,61,12,4.2,89.4,72.1,12.1
T130,Login,44,22,2.6,73.5,12.4,13.84
T007,Search,135,2,3.6,44.4,20.6,8.43
T223,Inventory,141,5,4.0,23.1,118.7,15.81
T426,Dashboard,124,20,2.5,42.6,29.1,16.97
T035,Login,55,8,4.2,77.1,83.7,8.41
T311,Dashboard,90,5,1.7,41.9,111.4,7.11
T444,Inventory,134,27,1.4,71.0,101.4,16.65
T334,Inventory,100,14,2.4,25.5,,13.77
T314,Payments,132,6,1.8,35.1,117.2,18.11
T095,Notifications,104,6,2.8,36.1,87.7,10.61
